Year,Team,PTS,FGA,3PA,3P%,AST,TOV,3P_Rate,Pace,ORtg,Era
1998,MIA,95.0,77.2,18.8,0.355,21.4,15.0,0.24352331606217617,103.376,0.9189753908063767,1990s
1998,TOR,94.9,83.1,13.2,0.343,21.3,16.7,0.1588447653429603,110.844,0.856158204323193,1990s
1998,MIL,94.5,78.0,8.6,0.354,20.1,16.9,0.11025641025641025,106.51599999999999,0.8871906568027339,1990s
1998,POR,94.3,78.0,12.8,0.309,21.5,16.9,0.1641025641025641,106.82400000000001,0.8827604283681568,1990s
1998,DET,94.2,77.7,11.4,0.312,19.5,14.6,0.14671814671814673,104.576,0.90078029375765,1990s
1998,PHI,93.3,78.2,9.9,0.3,21.1,16.5,0.1265984654731458,107.328,0.8692978533094812,1990s
1998,SAC,93.1,81.5,9.8,0.351,22.4,15.5,0.12024539877300615,108.264,0.8599349737678268,1990s
1998,SAS,92.5,75.5,10.5,0.35,22.4,16.1,0.1390728476821192,103.21600000000001,0.8961788869942644,1990s
1998,CLE,92.5,75.7,9.8,0.372,23.1,17.3,0.12945838837516513,104.748,0.8830717531599648,1990s
1998,NYK,91.6,78.2,13.9,0.335,21.8,15.2,0.17774936061381075,103.12400000000001,0.8882510375858189,1990s
1998,DAL,91.4,82.4,14.4,0.357,18.7,14.4,0.17475728155339806,106.12800000000001,0.8612241821197044,1990s
1998,ORL,90.1,78.7,11.1,0.323,20.7,15.3,0.14104193138500634,105.484,0.8541579765651662,1990s
1998,DEN,89.0,78.2,10.9,0.323,18.9,16.0,0.13938618925831203,105.72800000000001,0.8417826876513317,1990s
1998,GSW,88.3,83.9,8.5,0.272,20.8,16.7,0.10131108462455303,110.852,0.7965575722585068,1990s
1999,SAC,100.2,86.1,18.9,0.308,22.6,16.8,0.21951219512195122,114.29599999999999,0.876671099601036,1990s
1999,LAL,99.0,78.7,13.7,0.352,21.9,15.1,0.17407878017789072,107.044,0.9248533313403834,1990s
1999,PHX,95.6,80.1,14.0,0.372,25.0,13.6,0.17478152309612985,104.392,0.9157789868955475,1990s
1999,OKC,94.9,79.5,18.0,0.344,21.7,15.3,0.22641509433962265,106.724,0.8892095498669466,1990s
1999,POR,94.8,79.1,13.5,0.364,21.5,15.4,0.1706700379266751,106.38,0.8911449520586576,1990s
1999,IND,94.7,77.3,16.0,0.368,20.1,13.0,0.2069857697283312,101.124,0.9364740318816503,1990s
1999,HOU,94.2,76.0,18.3,0.368,21.2,16.2,0.24078947368421053,102.628,0.9178781619051332,1990s
1999,DEN,93.5,79.8,18.4,0.328,19.4,14.8,0.23057644110275688,106.25999999999999,0.8799171842650104,1990s
1999,UTA,93.3,72.4,7.8,0.361,24.1,16.3,0.10773480662983424,101.988,0.9148135074714672,1990s
1999,BOS,93.0,83.3,15.2,0.36,21.5,16.1,0.18247298919567828,108.85999999999999,0.854308285871762,1990s
1999,CHA,92.9,74.4,14.7,0.365,22.2,15.9,0.19758064516129029,102.48800000000001,0.9064475841074077,1990s
1999,MIN,92.9,86.5,8.2,0.298,24.4,12.8,0.09479768786127167,109.37599999999999,0.8493636629607959,1990s
1999,SAS,92.8,76.2,10.4,0.33,22.0,15.2,0.13648293963254593,103.852,0.8935793244232176,1990s
1999,MIL,91.7,76.4,12.4,0.373,20.6,14.4,0.16230366492146597,100.96400000000001,0.908244522800206,1990s
1999,DAL,91.6,80.7,11.9,0.339,18.4,13.8,0.14745972738537794,105.148,0.8711530414273214,1990s
1999,BKN,91.4,83.2,13.6,0.331,18.5,15.0,0.16346153846153846,109.2,0.836996336996337,1990s
1999,WAS,91.2,79.4,11.6,0.309,21.3,14.7,0.14609571788413098,104.66000000000001,0.8713930823619338,1990s
1999,TOR,91.1,78.8,13.2,0.341,20.7,16.0,0.16751269035532995,106.50399999999999,0.8553669345752273,1990s
1999,LAC,90.4,80.1,13.4,0.32,16.4,15.9,0.16729088639201,106.78,0.8466004869825811,1990s
1999,DET,90.4,74.3,13.6,0.365,20.2,15.8,0.18304172274562586,101.408,0.891448406437362,1990s
1999,PHI,89.7,77.7,7.4,0.264,18.7,16.4,0.09523809523809523,107.168,0.8370035831591519,1990s
1999,ORL,89.5,78.9,13.5,0.33,21.3,16.4,0.17110266159695817,106.30000000000001,0.8419567262464721,1990s
1999,MIA,89.0,71.3,16.1,0.359,20.4,14.9,0.22580645161290325,97.288,0.9148096373653483,1990s
1999,MEM,88.9,76.8,9.1,0.327,19.3,17.0,0.11848958333333333,106.208,0.8370367580596566,1990s
1999,GSW,88.3,83.5,11.3,0.287,20.7,15.4,0.13532934131736526,109.24000000000001,0.8083119736360307,1990s
1999,NYK,86.4,74.1,11.8,0.353,19.3,16.1,0.15924426450742243,100.936,0.8559879527621463,1990s
1999,CLE,86.4,71.2,10.7,0.341,21.9,15.7,0.15028089887640447,98.82400000000001,0.8742815510402331,1990s
1999,ATL,86.3,75.2,12.9,0.306,15.6,14.9,0.17154255319148937,102.596,0.841163398183165,1990s
1999,CHI,81.9,76.7,12.2,0.289,20.3,15.5,0.15906127770534548,102.628,0.7980278286627431,1990s
2000,SAC,105.0,88.9,20.2,0.322,23.8,16.2,0.22722159730033745,115.924,0.9057658465891446,2000s
2000,DET,103.5,80.9,14.9,0.359,20.8,15.7,0.1841779975278121,110.06400000000001,0.9403619712167466,2000s
2000,DAL,101.4,85.9,16.2,0.391,22.1,13.7,0.18859138533178113,109.016,0.9301386952373963,2000s
2000,IND,101.3,81.0,18.1,0.392,22.6,14.1,0.22345679012345682,105.88,0.9567434831885153,2000s
2000,MIL,101.2,83.3,13.0,0.369,22.6,15.0,0.156062424969988,108.948,0.9288835040569814,2000s
2000,LAL,100.8,83.4,12.8,0.329,23.4,13.9,0.15347721822541965,110.016,0.9162303664921465,2000s
2000,ORL,100.1,85.5,10.6,0.338,20.8,17.6,0.1239766081871345,114.584,0.8735949172659359,2000s
2000,HOU,99.5,81.3,19.8,0.358,21.6,17.4,0.24354243542435425,110.22800000000001,0.902674456580905,2000s
2000,BOS,99.3,83.9,15.4,0.331,21.2,15.4,0.1835518474374255,110.96000000000001,0.8949170872386445,2000s
2000,OKC,99.1,84.7,19.6,0.339,22.9,14.0,0.23140495867768596,109.21600000000001,0.9073762086141224,2000s
2000,DEN,99.0,84.3,17.0,0.336,23.3,15.6,0.20166073546856467,111.252,0.8898716427569842,2000s
2000,PHX,98.9,82.6,15.2,0.368,25.6,16.7,0.18401937046004843,109.684,0.9016811932460523,2000s
2000,MIN,98.5,84.3,8.7,0.346,26.9,13.9,0.10320284697508897,107.70400000000001,0.91454356384164,2000s
2000,CHA,98.4,79.7,12.2,0.339,24.7,14.7,0.15307402760351316,107.60000000000001,0.9144981412639405,2000s
2000,BKN,98.0,83.9,16.8,0.347,20.6,13.6,0.200238379022646,108.456,0.9035922401711293,2000s
2000,POR,97.5,78.4,13.8,0.361,23.5,15.2,0.1760204081632653,104.468,0.9333001493280239,2000s
2000,TOR,97.2,83.9,14.3,0.363,23.7,13.9,0.17044100119189512,108.888,0.8926603482477408,2000s
2000,CLE,97.0,82.1,11.2,0.373,23.7,17.4,0.1364190012180268,111.33599999999998,0.871236617087016,2000s
2000,WAS,96.6,81.5,10.9,0.376,21.6,16.1,0.13374233128834356,108.90799999999999,0.8869871818415543,2000s
2000,UTA,96.5,77.8,10.4,0.385,24.9,14.9,0.13367609254498716,104.22800000000001,0.9258548566603982,2000s
2000,SAS,96.2,78.0,10.8,0.374,22.2,15.0,0.13846153846153847,104.88,0.9172387490465295,2000s
2000,GSW,95.5,87.1,13.0,0.323,22.6,15.9,0.1492537313432836,114.528,0.8338572226879016,2000s
2000,PHI,94.8,82.6,7.8,0.323,22.2,15.7,0.09443099273607748,110.224,0.8600667731165625,2000s
2000,MIA,94.4,78.8,14.7,0.371,23.5,15.0,0.1865482233502538,103.612,0.9110913793769062,2000s
2000,ATL,94.3,83.0,9.9,0.317,18.9,15.4,0.11927710843373494,109.048,0.8647568043430416,2000s
2000,MEM,93.9,78.5,11.0,0.361,20.7,16.8,0.14012738853503184,106.344,0.88298352516362,2000s
2000,NYK,92.1,77.7,11.4,0.375,19.4,14.6,0.14671814671814673,101.97999999999999,0.9031182584820553,2000s
2000,LAC,92.0,82.4,15.5,0.339,18.0,16.2,0.18810679611650485,108.412,0.8486145445153672,2000s
2000,CHI,84.8,75.4,12.6,0.329,20.1,19.0,0.16710875331564984,105.62,0.8028782427570536,2000s
2001,SAC,101.7,85.0,16.5,0.354,22.6,14.9,0.19411764705882353,111.03200000000001,0.9159521579364507,2000s
2001,MIL,100.7,82.9,18.1,0.379,22.5,13.7,0.21833534378769603,106.676,0.9439799017585961,2000s
2001,LAL,100.6,81.5,15.5,0.344,23.0,14.4,0.1901840490797546,108.44000000000001,0.9277019549981556,2000s
2001,DAL,100.5,81.9,16.5,0.381,21.2,13.9,0.20146520146520144,106.272,0.9456865401987353,2000s
2001,TOR,97.6,85.0,14.2,0.369,24.4,13.2,0.16705882352941176,108.848,0.8966632368072909,2000s
2001,ORL,97.5,83.8,16.4,0.364,22.0,15.2,0.19570405727923626,110.088,0.8856551122738173,2000s
2001,OKC,97.3,81.1,14.3,0.399,21.9,15.3,0.17632552404438967,107.04799999999999,0.9089380464838204,2000s
2001,MIN,97.3,83.8,11.0,0.357,25.4,13.9,0.13126491646778043,107.028,0.9091078969989161,2000s
2001,HOU,97.2,79.2,17.2,0.357,19.7,14.7,0.21717171717171715,105.07600000000001,0.9250447295291027,2000s
2001,UTA,97.1,76.7,10.4,0.381,25.7,15.8,0.13559322033898305,104.732,0.9271282893480502,2000s
2001,DEN,96.6,83.9,17.6,0.355,24.0,13.9,0.2097735399284863,108.36000000000001,0.8914728682170541,2000s
2001,SAS,96.2,76.4,13.3,0.407,21.7,14.0,0.17408376963350786,102.94000000000001,0.9345249659996113,2000s
2001,DET,95.6,83.9,13.6,0.35,19.9,15.9,0.16209773539928485,111.76800000000001,0.8553432109369407,2000s
2001,POR,95.4,78.3,12.9,0.349,23.9,15.3,0.16475095785440613,103.80799999999999,0.9190043156596795,2000s
2001,PHI,94.7,79.1,9.8,0.326,20.6,15.8,0.12389380530973453,107.13199999999999,0.8839562408990779,2000s
2001,BOS,94.6,79.1,19.9,0.363,20.8,15.7,0.2515802781289507,106.548,0.8878627473063783,2000s
2001,PHX,94.0,82.4,12.9,0.315,23.2,15.2,0.1565533980582524,108.20400000000001,0.8687294369893903,2000s
2001,WAS,93.2,78.7,10.3,0.324,20.1,17.0,0.13087674714104194,107.756,0.8649170347822859,2000s
2001,IND,92.6,78.4,14.1,0.342,21.5,15.2,0.1798469387755102,104.38000000000001,0.8871431308679822,2000s
2001,LAC,92.5,78.9,13.0,0.339,19.3,15.8,0.164765525982256,105.744,0.8747541231653806,2000s
2001,GSW,92.5,87.5,11.8,0.293,21.8,15.9,0.13485714285714287,114.268,0.8095004725732489,2000s
2001,CLE,92.2,79.7,8.0,0.334,20.8,16.5,0.10037641154328733,107.156,0.8604277875247303,2000s
2001,BKN,92.1,79.9,13.2,0.333,19.5,14.7,0.16520650813516893,106.12800000000001,0.8678199909543192,2000s
2001,CHA,91.9,79.3,12.0,0.346,23.2,14.4,0.15132408575031525,105.22800000000001,0.8733416961265063,2000s
2001,MEM,91.7,79.7,11.5,0.343,23.2,15.7,0.14429109159347553,105.56400000000001,0.8686673487173657,2000s
2001,ATL,91.0,81.3,11.4,0.357,19.0,16.7,0.14022140221402216,107.724,0.8447514017303479,2000s
2001,MIA,88.9,76.3,16.9,0.345,19.9,13.7,0.22149410222804716,100.076,0.8883248730964468,2000s
2001,NYK,88.7,75.6,13.6,0.351,18.5,14.5,0.1798941798941799,99.384,0.8924977863640022,2000s
2001,CHI,87.6,78.2,11.6,0.346,22.1,15.8,0.1483375959079284,104.252,0.8402716494647584,2000s
2002,DAL,105.2,84.5,20.1,0.378,22.1,12.1,0.2378698224852071,107.292,0.9805018081497223,2000s
2002,SAC,104.6,85.4,14.1,0.367,23.9,13.8,0.16510538641686182,110.772,0.9442819485068428,2000s
2002,LAL,101.3,83.4,17.5,0.354,23.0,12.7,0.20983213429256592,107.584,0.9415898274836406,2000s
2002,ORL,100.5,84.1,20.2,0.373,22.0,13.6,0.24019024970273484,107.99599999999998,0.9305900218526614,2000s
2002,MIN,99.3,84.0,12.8,0.378,24.3,13.4,0.1523809523809524,106.816,0.9296360095865788,2000s
2002,GSW,97.7,85.2,12.1,0.322,20.8,16.8,0.142018779342723,114.584,0.8526495845842351,2000s
2002,OKC,97.7,81.5,15.8,0.378,23.5,13.7,0.19386503067484664,104.176,0.9378359698970973,2000s
2002,MIL,97.5,80.2,19.3,0.375,22.5,14.1,0.24064837905236908,103.75999999999999,0.939668465690054,2000s
2002,IND,96.8,80.2,14.6,0.339,23.0,15.2,0.18204488778054861,106.97200000000001,0.9049096959952136,2000s
2002,SAS,96.7,77.6,14.8,0.362,20.0,14.4,0.1907216494845361,104.056,0.9293072960713462,2000s
2002,POR,96.6,81.4,16.1,0.354,23.5,14.3,0.1977886977886978,105.908,0.9121123994410242,2000s
2002,BOS,96.4,82.1,23.7,0.359,21.0,13.6,0.28867235079171744,106.216,0.9075845447013634,2000s
2002,BKN,96.2,83.1,14.6,0.338,24.3,14.5,0.17569193742478942,107.85199999999999,0.8919630604903016,2000s
2002,UTA,96.0,77.7,10.3,0.333,24.4,16.5,0.13256113256113256,107.224,0.895321942848616,2000s
2002,LAC,95.7,81.3,14.0,0.356,20.9,14.8,0.17220172201722017,106.96799999999999,0.8946600852591431,2000s
2002,CLE,95.3,80.3,12.5,0.377,23.1,14.6,0.15566625155666253,105.50399999999999,0.9032832878374281,2000s
2002,PHX,95.1,84.6,13.4,0.327,22.4,14.7,0.15839243498817968,108.056,0.8800992078181683,2000s
2002,DET,94.3,76.8,18.4,0.376,21.5,14.5,0.23958333333333331,101.77199999999999,0.9265809849467438,2000s
2002,ATL,94.0,80.6,14.6,0.354,20.2,15.5,0.18114143920595535,106.52799999999999,0.8823971162511265,2000s
2002,CHA,93.9,80.2,12.1,0.348,21.5,14.0,0.1508728179551122,105.50800000000001,0.8899799067369298,2000s
2002,WAS,92.8,81.3,9.6,0.388,20.9,13.0,0.11808118081180811,104.332,0.8894682360157957,2000s
2002,HOU,92.3,80.8,18.0,0.335,18.1,14.1,0.22277227722772278,105.064,0.878512144978299,2000s
2002,DEN,92.2,83.8,15.7,0.329,22.2,14.7,0.1873508353221957,107.916,0.8543682123132808,2000s
2002,NYK,91.6,79.5,16.4,0.353,21.0,14.5,0.2062893081761006,103.592,0.8842381651092748,2000s
2002,TOR,91.4,82.0,13.5,0.349,21.7,14.3,0.16463414634146342,105.496,0.8663835595662396,2000s
2002,PHI,91.0,78.5,8.7,0.299,20.0,15.3,0.110828025477707,105.10799999999999,0.8657761540510713,2000s
2002,MEM,89.9,79.7,13.4,0.307,21.8,16.4,0.16813048933500627,106.22,0.8463566183392959,2000s
2002,CHI,89.5,79.2,10.6,0.346,22.2,15.3,0.13383838383838384,105.016,0.8522510855488687,2000s
2002,MIA,87.2,77.8,11.0,0.347,20.3,14.8,0.14138817480719795,101.752,0.8569856120764212,2000s
2003,DAL,103.0,85.1,20.3,0.381,22.4,11.6,0.2385428907168038,106.33599999999998,0.9686277460126393,2000s
2003,GSW,102.4,84.6,15.1,0.344,20.9,15.8,0.17848699763593381,113.16,0.9049133969600567,2000s
2003,SAC,101.7,85.2,15.7,0.381,24.8,14.5,0.18427230046948356,109.512,0.9286653517422748,2000s
2003,LAL,100.4,83.6,16.7,0.356,23.3,14.5,0.19976076555023925,109.53999999999999,0.9165601606719008,2000s
2003,MIL,99.5,81.3,18.6,0.383,22.2,12.7,0.22878228782287827,104.252,0.9544181406591721,2000s
2003,ORL,98.5,82.5,19.4,0.357,20.4,14.4,0.23515151515151514,108.07600000000001,0.9113956845183019,2000s
2003,MIN,98.1,83.0,9.8,0.368,25.2,13.7,0.11807228915662651,106.512,0.9210229833258223,2000s
2003,MEM,97.5,82.2,15.6,0.365,23.1,15.4,0.1897810218978102,107.98400000000001,0.9029115424507334,2000s
2003,PHI,96.8,81.0,9.6,0.311,21.6,14.8,0.11851851851851851,107.89999999999999,0.8971269694161261,2000s
2003,IND,96.8,80.6,13.6,0.339,23.3,14.8,0.1687344913151365,107.588,0.8997285942670187,2000s
2003,NYK,95.9,82.0,19.3,0.383,22.0,14.0,0.2353658536585366,104.712,0.9158453663381466,2000s
2003,SAS,95.8,76.8,15.5,0.354,20.0,15.8,0.20182291666666669,104.392,0.917694842516668,2000s
2003,PHX,95.5,82.6,14.0,0.343,21.0,14.7,0.16949152542372883,107.64,0.8872166480862133,2000s
2003,BKN,95.4,80.3,12.7,0.332,23.0,14.8,0.1581569115815691,106.892,0.8924896156868616,2000s
2003,POR,95.2,79.2,14.0,0.33,22.7,15.2,0.17676767676767677,104.828,0.9081543099171977,2000s
2003,CHI,95.0,81.9,12.2,0.35,21.7,16.9,0.14896214896214893,109.624,0.8665985550609356,2000s
2003,UTA,94.7,75.5,7.8,0.349,25.6,16.8,0.10331125827814569,104.884,0.9029022539186149,2000s
2003,ATL,94.1,78.5,13.9,0.352,20.5,16.7,0.17707006369426753,105.98,0.8879033779958482,2000s
2003,NOP,93.9,81.6,13.1,0.376,22.0,14.8,0.16053921568627452,106.65199999999999,0.8804335596144471,2000s
2003,LAC,93.8,79.1,14.4,0.331,19.6,15.7,0.18204804045512013,106.46,0.881082096562089,2000s
2003,HOU,93.8,78.8,15.5,0.346,18.4,15.6,0.1967005076142132,105.356,0.8903147423972056,2000s
2003,BOS,92.7,79.4,26.3,0.334,19.2,14.0,0.33123425692695213,104.09200000000001,0.8905583522268762,2000s
2003,OKC,92.1,80.5,15.7,0.353,21.6,13.2,0.19503105590062111,103.248,0.8920269642026963,2000s
2003,WAS,91.5,78.0,9.9,0.312,19.7,13.4,0.12692307692307692,102.53200000000001,0.892404322552959,2000s
2003,DET,91.4,76.5,18.1,0.358,19.8,13.5,0.2366013071895425,100.824,0.9065301912243118,2000s
2003,CLE,91.4,82.3,10.9,0.327,20.9,18.3,0.13244228432563793,111.38,0.8206141138444965,2000s
2003,TOR,90.9,81.3,14.5,0.343,19.3,14.4,0.17835178351783518,105.776,0.8593631825744972,2000s
2003,MIA,85.6,79.5,13.4,0.316,18.3,14.2,0.16855345911949687,102.764,0.832976528745475,2000s
2003,DEN,84.2,79.8,10.0,0.278,21.2,18.5,0.12531328320802004,108.244,0.7778722146262149,2000s
2004,DAL,105.2,88.2,17.8,0.348,23.9,12.2,0.2018140589569161,110.34400000000001,0.9533821503661277,2000s
2004,SAC,102.8,81.8,18.3,0.401,26.2,13.9,0.2237163814180929,106.656,0.9638463846384637,2000s
2004,LAL,98.2,81.4,13.6,0.327,23.8,13.8,0.16707616707616707,107.828,0.9107096486997811,2000s
2004,MIL,98.0,81.1,14.0,0.35,22.8,13.5,0.17262638717632553,106.348,0.9215029901831723,2000s
2004,DEN,97.2,82.5,12.0,0.336,21.9,15.6,0.14545454545454545,109.672,0.8862790867313444,2000s
2004,OKC,97.1,80.4,23.6,0.373,21.7,14.5,0.2935323383084577,104.44800000000001,0.9296492034313725,2000s
2004,MEM,96.7,81.2,16.0,0.34,23.4,15.0,0.19704433497536944,107.684,0.8979978455480851,2000s
2004,BOS,95.3,78.2,19.5,0.346,20.5,16.2,0.24936061381074168,105.62,0.9022912327210755,2000s
2004,LAC,94.8,80.2,12.5,0.321,20.2,16.4,0.15586034912718205,108.964,0.8700121140927278,2000s
2004,MIN,94.5,80.1,10.9,0.363,23.0,12.7,0.13607990012484397,102.172,0.9249109345026035,2000s
2004,PHX,94.2,81.4,14.7,0.345,19.3,15.2,0.18058968058968056,106.58800000000001,0.8837767853792171,2000s
2004,ORL,94.0,82.5,15.2,0.344,19.3,13.7,0.18424242424242424,106.936,0.8790304481185007,2000s
2004,GSW,93.3,79.4,15.6,0.334,20.5,14.8,0.1964735516372796,105.068,0.8879963452240454,2000s
2004,CLE,92.9,82.4,9.6,0.314,22.0,14.8,0.11650485436893203,108.11200000000001,0.8592940654136451,2000s
2004,ATL,92.8,79.6,15.2,0.335,20.1,16.5,0.19095477386934673,106.704,0.8696956065377118,2000s
2004,NYK,92.0,79.4,13.6,0.364,20.7,15.7,0.17128463476070527,104.38400000000001,0.8813611281422439,2000s
2004,WAS,91.8,80.0,15.5,0.341,18.7,17.5,0.19375,109.38,0.8392759188151399,2000s
2004,NOP,91.8,80.5,20.3,0.319,20.9,15.0,0.25217391304347825,105.884,0.8669865135431226,2000s
2004,SAS,91.5,78.5,13.9,0.358,20.4,14.7,0.17707006369426753,104.288,0.8773780300705738,2000s
2004,IND,91.4,77.1,15.6,0.351,21.6,14.4,0.20233463035019456,102.324,0.8932410773621048,2000s
2004,POR,90.7,78.9,13.4,0.346,21.6,14.8,0.16983523447401774,102.98400000000001,0.8807193350423366,2000s
2004,BKN,90.3,77.7,13.7,0.336,24.5,14.7,0.1763191763191763,102.34400000000001,0.8823184554052996,2000s
2004,MIA,90.3,78.3,16.5,0.357,19.1,13.9,0.210727969348659,102.49600000000001,0.8810099906337807,2000s
2004,DET,90.1,77.0,11.8,0.344,20.8,15.1,0.15324675324675324,103.232,0.8727913825170489,2000s
2004,HOU,89.8,75.5,17.1,0.366,19.3,16.7,0.22649006622516557,101.70400000000001,0.8829544560685911,2000s
2004,CHI,89.7,82.4,15.3,0.342,21.9,16.1,0.18567961165048544,108.356,0.8278267931632767,2000s
2004,UTA,88.7,75.3,9.6,0.321,20.4,16.6,0.12749003984063745,103.69200000000001,0.8554179685993133,2000s
2004,PHI,88.0,76.3,12.1,0.342,20.0,15.9,0.15858453473132372,102.98,0.8545348611380851,2000s
2004,TOR,85.4,77.4,15.8,0.356,19.2,14.2,0.2041343669250646,100.444,0.8502250009955796,2000s
2005,PHX,110.4,85.6,24.7,0.393,23.5,13.7,0.2885514018691589,110.476,0.9993120677794273,2000s
2005,SAC,103.7,85.1,17.0,0.374,24.5,13.1,0.19976498237367804,108.93599999999999,0.9519350811485644,2000s
2005,DAL,102.5,81.6,15.5,0.364,19.6,13.4,0.18995098039215688,107.408,0.954305079696112,2000s
2005,MIA,101.5,77.7,15.4,0.377,21.8,13.7,0.1981981981981982,104.644,0.9699552769389549,2000s
2005,BOS,101.3,79.4,15.3,0.349,22.1,15.8,0.19269521410579343,107.652,0.9409950581503362,2000s
2005,WAS,100.5,82.9,18.3,0.343,19.1,14.3,0.22074788902291917,110.488,0.9096010426471653,2000s
2005,TOR,99.7,81.2,20.5,0.385,20.4,13.3,0.2524630541871921,105.764,0.9426648008774253,2000s
2005,DEN,99.5,80.7,11.5,0.34,23.9,14.9,0.14250309789343246,108.00800000000001,0.9212280571809495,2000s
2005,ORL,99.5,81.5,11.2,0.349,19.3,16.1,0.13742331288343557,110.14000000000001,0.90339567822771,2000s
2005,PHI,99.1,82.1,17.7,0.348,20.9,15.5,0.21559074299634592,109.392,0.9059163375749597,2000s
2005,OKC,98.9,79.2,22.2,0.365,18.1,13.6,0.2803030303030303,104.24,0.9487720644666156,2000s
2005,LAL,98.7,80.8,22.1,0.355,20.4,14.3,0.27351485148514854,106.58399999999999,0.926030173384373,2000s
2005,GSW,98.7,85.8,21.6,0.352,22.1,13.6,0.2517482517482518,109.87199999999999,0.8983180428134558,2000s
2005,NYK,97.3,80.5,15.1,0.356,20.3,14.7,0.18757763975155278,106.244,0.9158164225744513,2000s
2005,MIL,97.2,80.2,11.3,0.351,21.0,13.8,0.14089775561097256,105.968,0.9172580401630681,2000s
2005,MIN,96.8,80.8,14.0,0.345,23.4,13.2,0.17326732673267328,103.768,0.9328502043019042,2000s
2005,CLE,96.5,81.5,11.0,0.332,22.6,13.9,0.13496932515337423,107.06,0.9013637212777882,2000s
2005,SAS,96.2,78.7,17.0,0.363,21.6,13.7,0.21601016518424396,103.796,0.9268179891325291,2000s
2005,LAC,95.7,77.7,8.2,0.345,23.2,15.7,0.10553410553410553,105.58800000000001,0.9063529946584838,2000s
2005,HOU,95.1,78.3,18.5,0.364,21.1,13.8,0.23627075351213284,102.74799999999999,0.9255654611281972,2000s
2005,CHI,94.5,80.4,17.5,0.357,21.3,16.7,0.21766169154228854,108.10000000000001,0.8741905642923219,2000s
2005,CHA,94.3,83.6,10.7,0.363,21.9,14.5,0.12799043062200957,109.36399999999999,0.8622581471050803,2000s
2005,MEM,93.4,76.5,18.1,0.357,20.9,14.6,0.2366013071895425,101.96799999999999,0.9159736387886397,2000s
2005,DET,93.3,78.3,12.8,0.345,21.8,13.8,0.16347381864623245,103.628,0.9003358165746709,2000s
2005,UTA,93.0,76.8,9.3,0.328,22.3,15.8,0.12109375000000001,104.788,0.8875062030003436,2000s
2005,IND,93.0,75.2,19.2,0.344,18.2,14.3,0.2553191489361702,101.336,0.9177390068682403,2000s
2005,POR,92.9,78.3,14.2,0.362,21.0,16.0,0.1813537675606641,104.728,0.8870598120846384,2000s
2005,ATL,92.7,81.4,11.9,0.312,19.7,16.1,0.14619164619164618,108.19200000000001,0.856810115350488,2000s
2005,BKN,91.4,78.3,14.7,0.362,21.6,14.2,0.18773946360153257,103.456,0.8834673677698732,2000s
2005,NOP,88.4,80.0,16.0,0.315,21.0,14.8,0.2,104.612,0.8450273391197951,2000s
2006,PHX,108.4,87.4,25.6,0.399,26.6,13.3,0.2929061784897025,108.62,0.9979745903148591,2000s
2006,OKC,102.6,81.8,19.9,0.371,20.7,14.7,0.2432762836185819,107.808,0.9516918967052537,2000s
2006,WAS,101.7,81.2,17.0,0.357,18.6,13.9,0.20935960591133004,108.47600000000001,0.9375345698587705,2000s
2006,TOR,101.1,81.0,19.8,0.375,19.4,13.1,0.24444444444444446,105.32,0.9599316369160653,2000s
2006,DEN,100.3,81.4,13.1,0.325,23.4,14.8,0.1609336609336609,108.608,0.923504714201532,2000s
2006,MIA,99.9,77.5,17.6,0.345,20.6,14.5,0.2270967741935484,104.408,0.9568232319362502,2000s
2006,PHI,99.4,79.8,12.6,0.364,20.2,14.1,0.15789473684210525,106.39599999999999,0.9342456483326442,2000s
2006,LAL,99.4,80.6,19.3,0.349,21.1,13.9,0.239454094292804,106.16,0.9363225320271289,2000s
2006,DAL,99.1,77.7,13.6,0.374,18.0,13.6,0.17503217503217502,103.752,0.9551623101241422,2000s
2006,SAC,98.9,79.3,17.2,0.351,22.3,14.6,0.21689785624211855,105.55999999999999,0.9369079196665405,2000s
2006,GSW,98.5,82.7,22.3,0.341,20.7,14.1,0.26964933494558646,108.548,0.9074326565206176,2000s
2006,BOS,98.0,77.1,15.7,0.362,20.9,16.6,0.20363164721141375,105.536,0.9285930867192238,2000s
2006,MIL,97.8,80.1,16.3,0.38,21.6,14.6,0.20349563046192262,106.05199999999999,0.9221891147738845,2000s
2006,CHI,97.8,82.2,18.0,0.379,22.0,14.9,0.218978102189781,107.66000000000001,0.9084153817573842,2000s
2006,CLE,97.6,78.2,17.9,0.339,19.0,13.9,0.22890025575447567,104.552,0.9335067717499425,2000s
2006,LAC,97.2,78.6,10.3,0.344,20.8,14.5,0.13104325699745548,104.58399999999999,0.9293964659986232,2000s
2006,ATL,97.2,79.2,14.1,0.367,19.8,15.7,0.178030303030303,106.736,0.9106580722530355,2000s
2006,CHA,96.9,83.5,15.4,0.339,20.9,14.2,0.18443113772455091,109.44800000000001,0.8853519479570207,2000s
2006,DET,96.8,80.0,17.7,0.384,24.0,11.4,0.22125,101.872,0.9502120307837286,2000s
2006,NYK,95.6,75.7,10.8,0.362,17.9,17.7,0.142668428005284,107.26,0.8912921872086518,2000s
2006,SAS,95.6,77.3,16.6,0.385,20.9,13.7,0.21474773609314363,101.164,0.9450001976987861,2000s
